AnimalName,animalclass,animalbreed,animalcolour,animalgender,animaldesexed,suburb_name
Harley,Standard - Both desexed & microchipped,Siberian Husky,White,M,Y,SEFTON PARK
Meeka,Standard - Both desexed & microchipped,Siberian Husky,Grey,F,Y,SEFTON PARK
Missy,Standard - Pension,Poodle (Toy),Chocolate,F,Y,SEFTON PARK
molly,Standard - Pension,Terrier,Black,F,Y,SEFTON PARK
Oliver,Standard - Pension,Poodle (Toy),Black,M,Y,SEFTON PARK
Boo Boo,Standard - Pension,Maltese,Honey,M,Y,SEFTON PARK
La La,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Tan,F,Y,SEFTON PARK
Bam Bam,Standard - Both desexed & microchipped,Mastiff,Brown,M,Y,SEFTON PARK
Mr Bentley,Non-Standard - Not desexed/microchipped,Schnauzer (Miniature),Salt,M,N,SEFTON PARK
Oliver,Standard - Both desexed & microchipped,Papillon,White,M,Y,SEFTON PARK
Bella,Standard - Both desexed & microchipped,Poodle (Toy),Unknown,F,Y,SEFTON PARK
Jack,Standard - Both desexed & microchipped,Maltese,Black,M,Y,SEFTON PARK
Bella,Standard - Both desexed & microchipped,Labrador Retriever,Unknown,F,Y,SEFTON PARK
Buffy,Standard - Both desexed & microchipped,Poodle (Toy),Black,F,Y,SEFTON PARK
Mya,Non-Standard - Concession,Australian Silky Terrier,Tri Colour,F,Y,SEFTON PARK
Shadow,Standard - Pension,Terrier,White,M,Y,SEFTON PARK
Meg,Non-Standard - Not desexed/microchipped,Tenterfield Terrier,White,F,N,SEFTON PARK
Scrappy,Standard - Both desexed & microchipped,Maltese,White,M,Y,SEFTON PARK
Ebony,Non-Standard - Not desexed/microchipped,Border Collie,Black,F,Y,SEFTON PARK
Lyssa,Standard - Both desexed & microchipped,German Coolie,Black,F,Y,SEFTON PARK
Marlee,Standard - Both desexed & microchipped,Poodle (Toy),Black,F,Y,SEFTON PARK
Coco,Standard - Both desexed & microchipped,Poodle (Toy),Black,F,Y,SEFTON PARK
TIA,Non-Standard - Concession,American Staffordshire Terrier,Brown,F,Y,SEFTON PARK
Scratch,Standard - Both desexed & microchipped,American Staffordshire Terrier,Blue,M,Y,SEFTON PARK
Peppi,Standard - Both desexed & microchipped,Pug,Fawn,F,Y,SEFTON PARK
Bella,Non-Standard - Not desexed/microchipped,German Shepherd Dog,Black,F,N,SEFTON PARK
Bonney,Non-Standard - Not desexed/microchipped,Maltese,Black,F,Y,SEFTON PARK
Monty Rullo,Standard - Both desexed & microchipped,Maltese,Black,M,Y,SEFTON PARK
Eddie,Non-Standard - Pension,West Highland White Terrier,White,M,N,SEFTON PARK
Ellie,Standard - Both desexed & microchipped,Maltese,White,F,Y,SEFTON PARK
Atina,Non-Standard - Not desexed/microchipped,Rhodesian Ridgeback,Brown,F,N,SEFTON PARK
Molly,Standard - Both desexed & microchipped,Cavalier King Charles Spaniel,Blenheim,F,Y,SEFTON PARK
Daisy,Non-Standard - Not desexed/microchipped,Maltese,Caramel,F,N,SEFTON PARK
Chocki,Non-Standard - Pension,Pomeranian,Red,M,Y,SEFTON PARK
Toby,Standard - Both desexed & microchipped,Maltese,Grey,M,Y,SEFTON PARK
archie,Standard - Both desexed & microchipped,Maltese,White,M,Y,SEFTON PARK
Muffy,Standard - Both desexed & microchipped,Cavalier King Charles Spaniel,Apricot,M,Y,SEFTON PARK
Monti,Non-Standard - Concession,Poodle (Toy),Sandy,M,Y,SEFTON PARK
Bruce,Standard - Both desexed & microchipped,Beagle,Tri Colour,M,Y,SEFTON PARK
Betty,Non-Standard - Not desexed/microchipped,Beagle,White,F,N,SEFTON PARK
Buzz,Standard - Both desexed & microchipped,Cocker Spaniel,Brown,M,Y,SEFTON PARK
Coco-Chanel,Standard - Pension,Maltese,White,F,Y,SEFTON PARK
Mack,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Black,M,Y,SEFTON PARK
Sally,Standard - Both desexed & microchipped,Shih Tzu,Black,F,Y,SEFTON PARK
Bart,Standard - Both desexed & microchipped,Shih Tzu,White,M,Y,SEFTON PARK
Nala,Non-Standard - Not desexed/microchipped,Dalmatian,Black,F,N,SEFTON PARK
Bodie,Non-Standard - Not desexed/microchipped,Maltese,White,M,N,SEFTON PARK
Stanley,Standard - Both desexed & microchipped,Belgian Shepherd,Fawn,M,Y,SEFTON PARK
Polly,Standard - Both desexed & microchipped,Belgian Shepherd,Black,F,Y,SEFTON PARK
Moses,Standard - Concession,Beagle,Tri Colour,M,Y,SEFTON PARK
Peppah,Non-Standard - Concession,Cavalier King Charles Spaniel,Tan,F,Y,SEFTON PARK
Oscar,Standard - Both desexed & microchipped,Poodle (Toy),Grey,M,Y,SEFTON PARK
Hector,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,Brindle,M,N,SEFTON PARK
Lovely,Non-Standard - Pension,Australian Cattle Dog,Black,F,N,SEFTON PARK
Gracie Mae,Non-Standard - Pension,Schnauzer,Black,F,Y,SEFTON PARK
Barney,Standard - Concession,Bull Arab,Black,M,Y,SEFTON PARK
Otis,Standard - Both desexed & microchipped,Australian Kelpie,Black,M,Y,SEFTON PARK
Henri,Non-Standard - Concession,Cocker Spaniel,Gold,M,N,SEFTON PARK
Bailey,Non-Standard - Concession,German Shepherd Dog,Black,M,N,SEFTON PARK
Sir Henry Sampson,Non-Standard - Not desexed/microchipped,Golden Retriever,Cream,M,N,SEFTON PARK
Bear,Standard - Both desexed & microchipped,Maltese,Cream,M,Y,DUDLEY PARK
Romeo,Standard - Pension,Maltese,Black,M,Y,DUDLEY PARK
Richie Codera,Standard - Pension,Bichon Frise,White,M,Y,DUDLEY PARK
Holly,Standard - Both desexed & microchipped,Siberian Husky,Grey,F,Y,DUDLEY PARK
Cookie,Standard - Concession,Akita,White,F,Y,DUDLEY PARK
Jake,Standard - Concession,Maltese,White,M,Y,DUDLEY PARK
Topsy 2,Standard - Pension,Maltese,Black,F,Y,DUDLEY PARK
Cody,Standard - Pension,Maltese,Black,M,Y,DUDLEY PARK
Hobart,Standard - Both desexed & microchipped,Poodle (Miniature),Brindle,M,Y,DUDLEY PARK
B J Little Dog,Non-Standard - Not desexed/microchipped,Chihuahua,Cream,M,N,DUDLEY PARK
Lilly Bell,Standard - Pension,Yorkshire Terrier,Blue,F,Y,DUDLEY PARK
Zakie,Non-Standard - Not desexed/microchipped,Maltese,White,M,N,DUDLEY PARK
Pepa,Standard - Both desexed & microchipped,Poodle (Toy),Black,F,Y,DUDLEY PARK
Saga,Standard - Pension,Poodle (Toy),Brown,F,Y,DUDLEY PARK
Bella Mia,Standard - Concession,Poodle (Toy),White,F,Y,DUDLEY PARK
Ralph,Standard - Pension,Shih Tzu,Tri Colour,F,Y,DUDLEY PARK
Jess,Standard - Pension,Labrador Retriever,Black,M,Y,DUDLEY PARK
Bella,Non-Standard - Not desexed/microchipped,Terrier,Black,F,N,DUDLEY PARK
Angie,Non-Standard - Not desexed/microchipped,Terrier,Brown,F,N,DUDLEY PARK
Charlie,Non-Standard - Pension,Tenterfield Terrier,White,M,Y,DUDLEY PARK
Xena,Non-Standard - Pension,Tenterfield Terrier,White,F,Y,DUDLEY PARK
Jessie,Standard - Pension,Maltese,Apricot,F,Y,DUDLEY PARK
Macey,Standard - Pension,Terrier,Black,F,Y,DUDLEY PARK
Bella,Standard - Both desexed & microchipped,Maltese,White,F,Y,DUDLEY PARK
Axel,Standard - Both desexed & microchipped,Chihuahua,Tri Colour,M,Y,DUDLEY PARK
Buddy,Standard - Both desexed & microchipped,Chihuahua,Tri Colour,M,Y,DUDLEY PARK
Roxy,Non-Standard - Pension,Border Collie,Black,F,Y,DUDLEY PARK
Gigi,Standard - Pension,Poodle (Toy),White,F,Y,DUDLEY PARK
Chloe,Standard - Both desexed & microchipped,Jack Russell Terrier,White,F,Y,DUDLEY PARK
Candy,Standard - Pension,Poodle (Toy),Apricot,F,Y,DUDLEY PARK
Rusty,Non-Standard - Concession,Australian Cattle Dog,Red,M,N,DUDLEY PARK
Polly,Non-Standard - Not desexed/microchipped,Border Collie,Black,F,N,DUDLEY PARK
Tank,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Tan,M,Y,DUDLEY PARK
Tilly,Standard - Both desexed & microchipped,Pharaoh Hound,Tan,F,Y,DUDLEY PARK
Lulu,Non-Standard - Not desexed/microchipped,Chihuahua,Tan,F,N,DUDLEY PARK
Rocky,Standard - Both desexed & microchipped,Maltese,White,M,Y,DUDLEY PARK
Marley,Standard - Both desexed & microchipped,Australian Silky Terrier,Black,M,Y,DUDLEY PARK
Ace,Standard - Both desexed & microchipped,Jack Russell Terrier,Black,M,Y,DUDLEY PARK
Fizzy,Standard - Both desexed & microchipped,Tenterfield Terrier,White,M,Y,DUDLEY PARK
Toby,Standard - Pension,Bichon Frise,White,M,Y,DUDLEY PARK
Holly,Standard - Pension,Maltese,Apricot,F,Y,DUDLEY PARK
Jazz,Standard - Concession,%Aki%     ,Tri Colour,F,Y,DUDLEY PARK
Boof,Non-Standard - Pension,Staffordshire Bull Terrier,Tan,M,N,DUDLEY PARK
Toffee,Non-Standard - Not desexed/microchipped,Welsh Corgi (Cardigan),Caramel,F,N,DUDLEY PARK
Coco Chanel Hayes,Non-Standard - Pension,Bichon Frise,White,F,N,DUDLEY PARK
Marco Pierre Hayes,Standard - Pension,Bichon Frise,White,M,Y,DUDLEY PARK
Harley,Standard - Concession,Staffordshire Bull Terrier,White,F,Y,DUDLEY PARK
Penny,Standard - Both desexed & microchipped,Belgian Shepherd Dog (Malinois),White,F,Y,DUDLEY PARK
Gully,Non-Standard - Not desexed/microchipped,Maltese,White,M,Y,DUDLEY PARK
Turnip,Standard - Pension,Maltese,White,M,Y,DUDLEY PARK
Bailey,Standard - Pension,Pomeranian,Ginger,M,Y,DUDLEY PARK
Zorro,Non-Standard - Not desexed/microchipped,Jack Russell Terrier,White,M,Y,DUDLEY PARK
Simba,Non-Standard - Concession,Chihuahua,White,M,N,DUDLEY PARK
Candy,Standard - Pension,Maltese,White,F,Y,DUDLEY PARK
VENUS,Non-Standard - Not desexed/microchipped,Dobermann,Black,F,Y,DUDLEY PARK
Zeus,Non-Standard - Not desexed/microchipped,Rottweiler,Black,M,N,DUDLEY PARK
Bonnie,Standard - Pension,Pomeranian,Tan,F,Y,DUDLEY PARK
Billy,Standard - Pension,Pomeranian,Tan,M,Y,DUDLEY PARK
Mia,Standard - Pension,American Staffordshire Terrier,Brown,F,Y,DUDLEY PARK
Elsa,Non-Standard - Pension,%Aki%     ,Black,F,N,DUDLEY PARK
Gigi,Standard - Concession,Maltese,White,F,Y,DUDLEY PARK
Lola,Standard - Concession,German Shepherd Dog,Tan,F,Y,DUDLEY PARK
Bella,Standard - Pension,Chihuahua,Blue,F,Y,DUDLEY PARK
Jack,Standard - Pension,Jack Russell Terrier,Brown,M,Y,DUDLEY PARK
Junior,Non-Standard - Pension,Maltese,Biscuit,M,N,DUDLEY PARK
Bessie,Standard - Both desexed & microchipped,German Shepherd Dog,Tan,F,Y,DUDLEY PARK
Rascal,AWL/RSPCA 1st Free,Terrier,Grey,M,Y,DUDLEY PARK
Rebel,Standard - Pension,American Staffordshire Terrier,Brindle,F,Y,DUDLEY PARK
Shorty,Non-Standard - Pension,Shih Tzu,Black,M,N,DUDLEY PARK
Terror,Standard - Pension,Staffordshire Bull Terrier,Brindle,M,Y,DUDLEY PARK
Angel,Non-Standard - Pension,Staffordshire Bull Terrier,Tan,F,N,DUDLEY PARK
Bow,Non-Standard - Pension,American Staffordshire Terrier,Brindle,M,N,DUDLEY PARK
Koozi,Non-Standard - Concession,Maltese,White,M,Y,DUDLEY PARK
Minty,Non-Standard - Concession,Belgian Shepherd Dog (Malinois),White,F,Y,DUDLEY PARK
George,Standard - Both desexed & microchipped,Pug,Tan,M,Y,DUDLEY PARK
Reggie,Non-Standard - Not desexed/microchipped,Miniature Pinscher,Red,M,N,DUDLEY PARK
Sooty,Standard - Concession,Poodle (Toy),Black,M,Y,DUDLEY PARK
Keisha,Non-Standard - Concession,Pomeranian,White,F,N,DUDLEY PARK
Flossy,Standard - Both desexed & microchipped,Pomeranian,Black,F,Y,DUDLEY PARK
Buddah,Non-Standard - Not desexed/microchipped,Cross Breed,Black,M,N,DUDLEY PARK
Prince Falzon,Standard - Pension,Cavalier King Charles Spaniel,Orange,M,Y,DUDLEY PARK
Moe,Non-Standard - Concession,German Shepherd Dog,Tan,M,N,DUDLEY PARK
Crash,Non-Standard - Concession,Staffordshire Bull Terrier,Tan,M,N,DUDLEY PARK
Dora,Non-Standard - Pension,Jack Russell Terrier,White,F,N,DUDLEY PARK
Beast,Non-Standard - Not desexed/microchipped,American Staffordshire Terrier,Black,M,N,DUDLEY PARK
Leonardo,Non-Standard - Concession,Australian Cattle Dog,Black,M,Y,DUDLEY PARK
Peachy,Non-Standard - Not desexed/microchipped,Chihuahua,White,F,N,DUDLEY PARK
Zues,Standard - Both desexed & microchipped,Dobermann,Black,M,Y,DUDLEY PARK
sophie,Standard - Pension,Shih Tzu,White,F,Y,DUDLEY PARK
Kota,Standard - Both desexed & microchipped,Poodle (Toy),Black,M,Y,DUDLEY PARK
Candy,Non-Standard - Not desexed/microchipped,French Bulldog,Fawn,F,N,DUDLEY PARK
Candy,Non-Standard - Not desexed/microchipped,French Bulldog,Fawn,F,N,DUDLEY PARK
Astro,Standard - Both desexed & microchipped,Siberian Husky,Black,M,Y,DUDLEY PARK
Eddie,Standard - Both desexed & microchipped,Border Collie,Brown,M,Y,DUDLEY PARK
Mahli,Standard - Both desexed & microchipped,Cavalier King Charles Spaniel,Blenheim,F,Y,CROYDON PARK
Charlie,Non-Standard - Pension,Chihuahua,Grey,M,Y,CROYDON PARK
Summer,Non-Standard - Pension,Chihuahua,Tan,F,Y,CROYDON PARK
Prinze Dax,Standard - Both desexed & microchipped,Schnauzer (Miniature),Black,M,Y,CROYDON PARK
Bruce,Non-Standard - Concession,French Bulldog,Fawn,M,N,CROYDON PARK
Jazzabelle,Non-Standard - Not desexed/microchipped,Pomeranian,Brown,F,N,CROYDON PARK
Poppy,Non-Standard - Not desexed/microchipped,Pomeranian,Brown,F,N,CROYDON PARK
Murray,Standard - Both desexed & microchipped,Australian Kelpie,Brown,M,Y,CROYDON PARK
Yoshi,Standard - Pension,Japanese Spitz,White,M,Y,CROYDON PARK
Snoop,Non-Standard - Not desexed/microchipped,Dachshund,Tan,M,Y,CROYDON PARK
Joey,Standard - Both desexed & microchipped,Australian Kelpie,Black,M,Y,CROYDON PARK
Brandy,Standard - Both desexed & microchipped,Australian Kelpie,Black,F,Y,CROYDON PARK
Marlee,Standard - Both desexed & microchipped,Shar Pei,Fawn,F,Y,CROYDON PARK
Dallas Foxx,Standard - Both desexed & microchipped,Beagle,Tri Colour,F,Y,CROYDON PARK
Bella,Standard - Both desexed & microchipped,Poodle (Toy),Black,F,Y,CROYDON PARK
Romeo,Non-Standard - Pension,Italian Greyhound,Gold,M,Y,CROYDON PARK
Venus,Standard - Pension,Poodle (Toy),White,F,Y,CROYDON PARK
Peppa,Standard - Both desexed & microchipped,Greyhound,Black,F,Y,CROYDON PARK
Jessie,Standard - Both desexed & microchipped,Greyhound,White,F,Y,CROYDON PARK
Leila,Standard - Both desexed & microchipped,Greyhound,Black,F,Y,CROYDON PARK
Kuma,Non-Standard - Not desexed/microchipped,American Staffordshire Terrier,Blue,M,N,CROYDON PARK
Athena,Non-Standard - Not desexed/microchipped,American Staffordshire Terrier,Blue,F,N,CROYDON PARK
Lexi,Standard - Both desexed & microchipped,Tenterfield Terrier,Tri Colour,F,Y,CROYDON PARK
Mitzy,Standard - Both desexed & microchipped,Tibetan Spaniel,White,M,Y,CROYDON PARK
Molly,Standard - Both desexed & microchipped,Labrador Retriever,Yellow,F,Y,CROYDON PARK
Casey,Standard - Both desexed & microchipped,Golden Retriever,Gold,F,Y,CROYDON PARK
Mr Harrison,Assistance Dog,Maltese,White,M,N,CROYDON PARK
Bonnie,Standard - Both desexed & microchipped,Border Collie,Black,F,Y,CROYDON PARK
Ringbarka Howzat Cobber,Standard - Both desexed & microchipped,Australian Kelpie,Red,M,Y,CROYDON PARK
Hoodini,Non-Standard - Concession,American Staffordshire Terrier,Black,M,N,CROYDON PARK
Alfie,Non-Standard - Not desexed/microchipped,Terrier,Tri Colour,M,N,CROYDON PARK
Candy,Standard - Pension,Maltese,White,F,Y,CROYDON PARK
Brindi,Non-Standard - Not desexed/microchipped,Bull Terrier,Brindle,F,N,CROYDON PARK
Tess,Standard - Pension,Poodle (Toy),Black,F,Y,CROYDON PARK
Buddie,Standard - Both desexed & microchipped,Labrador Retriever,Black,M,Y,CROYDON PARK
Elly,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,White,F,N,CROYDON PARK
Charlie,Standard - Both desexed & microchipped,Border Collie,Black,M,Y,CROYDON PARK
Amy,Standard - Pension,Jack Russell Terrier,Tri Colour,F,Y,CROYDON PARK
Georgia,Standard - Both desexed & microchipped,Maltese,Grey,F,Y,CROYDON PARK
Gracie Mae,Standard - Concession,Curly Coated Retriever,Black,F,Y,CROYDON PARK
Ediva,Standard - Both desexed & microchipped,Jack Russell Terrier,White,F,Y,CROYDON PARK
Milo,Non-Standard - Concession,Chihuahua,Tan,M,N,CROYDON PARK
Kyoto,Non-Standard - Concession,Chihuahua,Tan,F,N,CROYDON PARK
Zeus,Non-Standard - Not desexed/microchipped,German Shepherd Dog,Tan,M,Y,CROYDON PARK
Jess,Non-Standard - Pension,Australian Kelpie,Brown,F,Y,CROYDON PARK
Kookie,Standard - Pension,Maltese,White,F,Y,CROYDON PARK
Simba,Standard - Concession,Maltese,White,F,Y,CROYDON PARK
Taffy,Standard - Both desexed & microchipped,Chihuahua,Tan,F,Y,CROYDON PARK
Jack,Standard - Both desexed & microchipped,Australian Cattle Dog,Red,M,Y,CROYDON PARK
Terra,Non-Standard - Pension,Bullmastiff,Black,M,N,CROYDON PARK
Molly,Non-Standard - Not desexed/microchipped,Pomeranian,Gold,F,N,CROYDON PARK
Lena,Non-Standard - Not desexed/microchipped,American Staffordshire Terrier,Blue,F,N,CROYDON PARK
Ruby,Non-Standard - Not desexed/microchipped,Jack Russell Terrier,White,F,N,CROYDON PARK
Gizmo,Non-Standard - Pension,Tenterfield Terrier,Black,M,N,CROYDON PARK
Timmy Lewis,Standard - Both desexed & microchipped,Maltese,White,M,Y,CROYDON PARK
Betty,Standard - Both desexed & microchipped,Maltese,White,F,Y,CROYDON PARK
Delilah,Non-Standard - Not desexed/microchipped,Pug,Fawn,F,N,CROYDON PARK
Lily,Standard - Pension,Maltese,Apricot,F,Y,CROYDON PARK
Liam,Non-Standard - Not desexed/microchipped,German Shepherd Dog,Black,M,Y,CROYDON PARK
Posy,Standard - Both desexed & microchipped,Maltese,White,F,Y,CROYDON PARK
Cookie,Standard - Pension,Pomeranian,Tri Colour,F,Y,CROYDON PARK
Jessie,Non-Standard - Pension,Maltese,Black,F,Y,CROYDON PARK
Millie,Standard - Pension,Chihuahua,White,F,Y,CROYDON PARK
Jack,Non-Standard - Not desexed/microchipped,Australian Kelpie,Black,M,N,CROYDON PARK
Ki,Non-Standard - Pension,Terrier,Yellow,M,N,CROYDON PARK
Holly - Polly,Non-Standard - Pension,Rhodesian Ridgeback,Ginger,F,N,CROYDON PARK
Mati,Standard - Pension,American Staffordshire Terrier,Blue,F,Y,CROYDON PARK
Hunter,Non-Standard - Pension,Bullmastiff,Sandy,M,N,CROYDON PARK
Meeka,Non-Standard - Concession,Pomeranian,Tan,F,Y,CROYDON PARK
Lady,Non-Standard - Concession,Staffordshire Bull Terrier,Brindle,F,N,CROYDON PARK
Tippy,Non-Standard - Concession,American Staffordshire Terrier,Brindle,M,N,CROYDON PARK
Yuka,Standard - Both desexed & microchipped,Siberian Husky,Grey,M,Y,CROYDON PARK
Axel,Non-Standard - Not desexed/microchipped,Shepherd,Black,M,N,CROYDON PARK
Butch,Standard - Both desexed & microchipped,Lhasa Apso,Sable,M,Y,CROYDON PARK
Makula,Non-Standard - Not desexed/microchipped,Boxer,Brindle,M,N,CROYDON PARK
Darcie,Non-Standard - Not desexed/microchipped,Maltese,White,F,Y,CROYDON PARK
CeCe,Standard - Pension,Maltese,White,F,Y,CROYDON PARK
Charlie,Standard - Both desexed & microchipped,Golden Retriever,Gold,F,Y,CROYDON PARK
Max,Standard - Both desexed & microchipped,Labrador Retriever,Gold,M,Y,CROYDON PARK
Kiki,Non-Standard - Pension,Maltese,Black,F,N,CROYDON PARK
Bodie,Non-Standard - Concession,Staffordshire Bull Terrier,Black,M,N,CROYDON PARK
Milley,Standard - Pension,Maltese,White,F,Y,CROYDON PARK
Lucy,Standard - Both desexed & microchipped,Australian Kelpie,Black,F,Y,CROYDON PARK
Sony,Standard - Both desexed & microchipped,Maltese,Apricot,M,Y,CROYDON PARK
Rocky,Standard - Both desexed & microchipped,Poodle (Toy),Unknown,M,Y,CROYDON PARK
Indiana,Standard - Pension,Pointer,Tan,F,Y,CROYDON PARK
Cubik,Standard - Both desexed & microchipped,American Staffordshire Terrier,Grey,M,Y,CROYDON PARK
Caesar Sianis,Standard - Both desexed & microchipped,Labrador Retriever,Gold,M,Y,CROYDON PARK
Ralph,Non-Standard - Pension,Belgian Shepherd Dog (Malinois),White,M,N,CROYDON PARK
Buddy,Standard - Pension,Terrier,White,M,Y,CROYDON PARK
Guy,Standard - Pension,Chihuahua,Cream,M,Y,CROYDON PARK
Milo,Non-Standard - Pension,American Staffordshire Terrier,White,M,Y,CROYDON PARK
Monty,Standard - Pension,Maltese,White,M,Y,CROYDON PARK
Bella,Standard - Pension,Maltese,White,F,Y,CROYDON PARK
Oreo,Standard - Both desexed & microchipped,Pomeranian,Brown,M,Y,CROYDON PARK
Arnott,Standard - Both desexed & microchipped,Pomeranian,Brown,M,Y,CROYDON PARK
Marley,Standard - Both desexed & microchipped,Pomeranian,Black,M,Y,CROYDON PARK
Bobby,Standard - Both desexed & microchipped,Terrier,Tan,M,Y,CROYDON PARK
Maxie,Standard - Both desexed & microchipped,Bull Arab,White,M,Y,CROYDON PARK
Cleo,Non-Standard - Pension,Jack Russell Terrier,Tan,F,N,CROYDON PARK
Jack,Standard - Both desexed & microchipped,German Shepherd Dog,Unknown,M,Y,CROYDON PARK
Lucky (Skinny),Standard - Pension,Cross Breed,Brown,F,Y,CROYDON PARK
Cash,Standard - Pension,Maltese,Cream,M,Y,CROYDON PARK
Tamsin,Standard - Pension,Terrier,White,F,Y,CROYDON PARK
Shadow,Standard - Both desexed & microchipped,Siberian Husky,White,M,Y,CROYDON PARK
Meg,Non-Standard - Pension,Terrier,White,F,Y,CROYDON PARK
Spottie,Standard - Pension,Tenterfield Terrier,White,M,Y,CROYDON PARK
Maximas,Non-Standard - Not desexed/microchipped,American Pit Bull Terrier,Brown,M,N,CROYDON PARK
Pixie,Standard - Both desexed & microchipped,Chihuahua,Tan,F,Y,CROYDON PARK
Muffin,Standard - Both desexed & microchipped,Maltese,White,F,Y,CROYDON PARK
Micah,Standard - Both desexed & microchipped,Border Collie,Black,M,Y,CROYDON PARK
Bindi,Standard - Both desexed & microchipped,Terrier,White,F,Y,CROYDON PARK
Lassie 3,Standard - Both desexed & microchipped,Australian Cattle Dog,Unknown,F,Y,CROYDON PARK
Bindi,Standard - Concession,Staffordshire Bull Terrier,Brindle,F,Y,CROYDON PARK
Max,Non-Standard - Pension,Terrier,Brown,M,Y,CROYDON PARK
Boss,Non-Standard - Not desexed/microchipped,American Staffordshire Terrier,Gold,M,N,CROYDON PARK
Ronnie,Non-Standard - Not desexed/microchipped,Maltese,Black,M,N,CROYDON PARK
Nina,Non-Standard - Not desexed/microchipped,Maltese,Brown,F,N,CROYDON PARK
Maggie,Standard - Both desexed & microchipped,Australian Kelpie,Black,F,Y,CROYDON PARK
Caesar,Non-Standard - Not desexed/microchipped,Rottweiler,Black,M,N,CROYDON PARK
DJ,Non-Standard - Not desexed/microchipped,Rottweiler,Black,M,N,CROYDON PARK
Miknown #2,Non-Standard - Not desexed/microchipped,Staffordshire Bull Terrier,Tan,F,Y,CROYDON PARK
Milo,Standard - Both desexed & microchipped,Labrador Retriever,Cream,M,Y,CROYDON PARK
Stelio,Non-Standard - Pension,Maltese,Apricot,M,N,CROYDON PARK
Luck,Non-Standard - Not desexed/microchipped,Rottweiler,Black,M,N,CROYDON PARK
Mimi,Non-Standard - Not desexed/microchipped,Terrier,Unknown,M,N,CROYDON PARK
Mino,Non-Standard - Not desexed/microchipped,Cross Breed,Unknown,M,N,CROYDON PARK
Kito,Standard - Both desexed & microchipped,Siberian Husky,White,M,Y,CROYDON PARK
Tessa,Standard - Both desexed & microchipped,Staffordshire Bull Terrier,Dark Brindle,F,Y,CROYDON PARK
Dana,Non-Standard - Pension,Irish Terrier,Brown,F,Y,CROYDON PARK
Bomber,Standard - Concession,Maltese,Black,M,Y,CROYDON PARK
Taco,Non-Standard - Not desexed/microchipped,Chinese Crested Dog,Slate,M,Y,CROYDON PARK
Red,Non-Standard - Not desexed/microchipped,Greyhound,Red,M,N,CROYDON PARK
Theodorus,Non-Standard - Not desexed/microchipped,Greyhound,Red,M,N,CROYDON PARK
Oscar,Standard - Pension,Maltese,Tan,M,Y,CROYDON PARK
Maxxy,Standard - Both desexed & microchipped,Golden Retriever,Gold,M,Y,CROYDON PARK
Holly,Standard - Both desexed & microchipped,Poodle (Toy),Black,F,Y,CROYDON PARK
Bentley,Standard - Both desexed & microchipped,Labrador Retriever,Brown,M,Y,CROYDON PARK
J.R.,Standard - Pension,Jack Russell Terrier,Brown,F,Y,CROYDON PARK
Fred,Non-Standard - Pension,Chihuahua,Black,M,N,CROYDON PARK
Bodie,Standard - Both desexed & microchipped,Terrier,Red,M,Y,CROYDON PARK
Khushi,Standard - Pension,Maltese,White,F,Y,CROYDON PARK
Jackaroo,Standard - Pension,Chihuahua,White,M,Y,CROYDON PARK
Lazarus,Standard - Both desexed & microchipped,Maltese,White,M,Y,CROYDON PARK
Missy,Standard - Both desexed & microchipped,Rhodesian Ridgeback,Sable,F,Y,CROYDON PARK
Mila,Standard - Both desexed & microchipped,Shih Tzu,Tan,F,Y,CROYDON PARK
Macie,Standard - Both desexed & microchipped,Cavalier King Charles Spaniel,Tri Colour,F,Y,CROYDON PARK
Millie,Non-Standard - Not desexed/microchipped,Pomeranian,Chocolate,F,N,CROYDON PARK
Lulu,Non-Standard - Not desexed/microchipped,Chihuahua,Tan,F,N,CROYDON PARK
Dixie,Standard - Concession,Labrador Retriever,Caramel,F,Y,CROYDON PARK
Robran,Standard - Pension,Maltese,White,M,Y,CROYDON PARK
Cheekee,Non-Standard - Pension,Pomeranian,Brown,M,Y,CROYDON PARK
Bella,Standard - Pension,Terrier,Gold,F,Y,CROYDON PARK
Cisco,Standard - Both desexed & microchipped,German Shepherd Dog,Black,M,Y,CROYDON PARK
Poodle,Non-Standard - Not desexed/microchipped,Poodle (Toy),Apricot,M,N,CROYDON PARK
Luke,Standard - Both desexed & microchipped,Poodle (Toy),Brown,M,Y,CROYDON PARK
Beck,Non-Standard - Not desexed/microchipped,Labrador Retriever,Yellow,M,N,CROYDON PARK
Cream Puff,Non-Standard - Not desexed/microchipped,French Bulldog,Cream,M,N,CROYDON PARK
Sharon,Standard - Both desexed & microchipped,Poodle (Toy),Black,F,Y,CROYDON PARK
Darren,Standard - Both desexed & microchipped,Poodle (Toy),Gold,M,Y,CROYDON PARK
Pockie,Standard - Concession,German Shepherd Dog,Black,F,Y,CROYDON PARK
Larry,Standard - Pension,Beagle,Tri Colour,M,Y,CROYDON PARK
Koukla,Non-Standard - Pension,Maltese,Cream,F,N,CROYDON PARK
